Name,gene,locus_tag,Stationary rep1,Stationary rep2,Stationary rep3,3h fresh media rep1,3h fresh media rep2,3h fresh media rep3,3h queueing rep1,3h queueing rep2,3h queueing rep3,3h amp media rep1,3h amp media rep2,3h amp media rep3,3h queueing amp rep1,3h queueing amp rep2,3h queueing amp rep3,6h amp media rep1,6h amp media rep2,6h amp media rep3
ssuB CDS,ssuB,b0933,3,7,9,1521.5,866,218.5,44.5,626,442,496.5,816,738.5,277.5,519,498.5,26,23,24.5
ssuC CDS,ssuC,b0934,4,5,6,1187.5,720,61,10.5,541.5,91,513.5,636.5,220.5,191,117,95.5,10.5,6,4
ssuD CDS,ssuD,b0935,7,1,7,1925,1067,111.5,14,959,215,1169,1643,374.5,365.5,269,155,27.5,18.5,20
ssuE CDS,ssuE,b0937,4,4,8,682,529.5,34,16,418.5,113.5,412,531.5,118,148,103,79.5,9,4.5,11
stfE CDS,stfE,b1157,0,1,4,299,204.5,11.5,2,219.5,16.5,271,155,67,90,34,15,6,0,0
stfR CDS,stfR,b1372,10,17,68.5,6817,3377,283.5,84,2801,838,2518.5,3443,1215.5,1070,905,791.5,77.5,80,98
sthA CDS,sthA,b3962,17,18.5,34,5662,3654,10658.5,1151,2936.5,6396.5,3069,8814,15282.5,3463,11728.5,10576,254,180.5,274.5
stpA CDS,stpA,b2669,0.5,0,4,412.5,293,100.5,22,285.5,92.5,291.5,430,338,122.5,207.5,238,74,74,69
sucA CDS,sucA,b0726,50,62,164,23356.5,12720.5,101837.5,6420.5,7890,94431,12912.5,84279,128253.5,23082,92511,84253.5,4566,5406.5,9705.5
sucB CDS,sucB,b0727,47,70,115,17096.5,10039.5,81909.5,5116.5,4927,93471,9537.5,75943,108200.5,18260,79335,79159.5,3904,4175.5,7384.5
sucC CDS,sucC,b0728,29.5,78,131,20135,10929,89612,5042.5,4581,96611,10295.5,82826,99354,19558,71467.5,74880.5,3524,3678.5,6477
sucD CDS,sucD,b0729,25.5,45,106,14916,8627,59322.5,3366.5,2887.5,62270.5,6820.5,54765,58829.5,14134.5,46114.5,44735,3731,3683,6146.5
sufA CDS,sufA,b1684,89,23,57,3544,736.5,28741,3098.5,627,57662.5,2243,20510.5,65659,2227,51253.5,51606,582,620,758
sufB CDS,sufB,b1683,268,66,164,13470.5,2655,127158.5,12617,2606.5,213503.5,12743,97049.5,315197,10861,238263,286255,1704,1972,2511.5
sufC CDS,sufC,b1682,67,25.5,53,4298.5,1195.5,52790,5104,1402.5,61154,6989,37345.5,129566,5038,96491,148569,687.5,763,1047
sufD CDS,sufD,b1681,133,66,105,5858,2668.5,105041.5,9929,3579,107693.5,17936.5,66734.5,236457,10296.5,186574.5,314916.5,1422.5,1519,2142
sufE CDS,sufE,b1679,1,6,15,574,606,7849.5,1282.5,802.5,7908,3977,5733.5,23787,1436,15689.5,28502.5,79,119,111.5
sufS CDS,sufS,b1680,50,31.5,90,2558,2152.5,61968.5,5972,3149.5,61601,15125,41394.5,165356.5,6931.5,114430,208736,1041,1092.5,1327.5
suhB CDS,suhB,b2533,6,4,22.5,1360,1114,2852,1681,1375,1711.5,1204.5,1618.5,5696.5,2750.5,3910,3790.5,1493,1141,1459
sulA CDS,sulA,b0958,22,50,17,559,423,317,99,360,387,331,448,815,250,424,415,98,145,127
surA CDS,surA,b0053,17,16.5,29,3256.5,2085.5,19055,1869,2017.5,23647,2659,12141,27312,2927,20383.5,24836.5,2155,2368,3201
sutR CDS,sutR,b1434,0,0,1.5,673.5,448,81,31.5,331,138.5,378.5,412.5,307,192.5,203,200,37.5,32.5,32
sxy CDS,sxy,b0959,7,8.5,7,493,345.5,265.5,77.5,244,460.5,225,339,599,173.5,422.5,390,106,101.5,110.5
syd CDS,syd,b2793,3,5,8,983.5,577.5,374.5,135.5,532.5,576.5,412.5,741.5,1168.5,309.5,647.5,582.5,70.5,69,73
symE CDS,symE,b4347,2,5,3,705,421,17,8,342,23,233,372,94,146,44,41,11,3,20
tabA CDS,tabA,b4252,42,20,8,1466,598,2337.5,373.5,590,3376,555.5,2898,5283,768.5,3955.5,2436,611,643.5,676.5
tadA CDS,tadA,b2559,4,3,4.5,928,584.5,722,211.5,622,1145,662.5,1245.5,2368,334.5,1667,1116.5,171.5,197.5,197
tag CDS,tag,b3549,5.5,5,13.5,1734.5,1003,590,89.5,609.5,1183.5,597,1361,1459.5,390.5,996,719,50.5,65.5,94.5
talA CDS,talA,b2464,30,16.5,17.5,3343.5,1663.5,5494,959,1033,9961.5,1236.5,8473,12933.5,1365.5,9543.5,7259.5,521.5,540.5,641
talB CDS,talB,b0008,26,40,60,9367,4397,25701.5,3636.5,3112,22599.5,2770.5,12845,28160,9517,15682,9674.5,12074,10644.5,16329
tam CDS,tam,b1519,9,8.5,6,1101.5,753,485,97.5,491.5,927.5,460,736,1111,241,819.5,460.5,64.5,63.5,90
tamA CDS,tamA,b4220,19,17.5,31.5,4130.5,2274.5,1717,376,1945.5,2206,2307,4260.5,5297,1057.5,3500.5,3763.5,181.5,230,226.5
tamB CDS,tamB,b4221,28.67,17.5,48.5,7446.17,4389.83,7015.5,954.17,3065.83,7456.83,3373,7004.17,10930.67,2027.5,8185.83,10401.83,539,599.67,764.33
tap CDS,tap,b1885,2,19,16,2929.5,1824.5,219.5,86,1795.5,223,1926.5,2180,365.5,692.5,295,224,15,11.5,25.5
tar CDS,tar,b1886,6,18,17,3115,1583.5,243,100.5,1562,226,1243,1625.5,335.5,675.5,207.5,109.5,11,6,7
tas CDS,tas,b2834,17,3,16,1977,1216.5,2208,425,1039,4748.5,1037,3245,6931.5,893.5,4468.5,3311.5,315.5,385,469
tatA CDS,tatA,b3836,3.5,0,8.5,952.5,655.5,3065,357,585.5,2259.5,483,1799.5,3026,752,2483.5,2347,357,336,448
tatB CDS,tatB,b3838,7.5,2,14.5,1647.5,1035.5,4522,423,798,3683.5,744.5,2867.5,5426,1011,4096.5,3621.5,365.5,342.5,464.5
tatC CDS,tatC,b3839,1,2.5,10.5,1837.5,1149.5,2779,349.5,778.5,2095.5,674,1928,3162.5,757,1912,2586,279.5,298.5,305
tatD CDS,tatD,b4483,4,2.5,14.5,2022.5,1175.5,698,139,879.5,787,989.5,1766.5,1687,432,1198.5,1138,154.5,148.5,143.5
tatE CDS,tatE,b0627,3,2,9.5,629,493,597,165,349.5,634,248.5,580,840.5,368.5,578.5,589.5,352.5,257.5,361.5
tauA CDS,tauA,b0365,3,6,16,1830.5,1154,37.5,22.5,737.5,91,746.5,764,259,303,162,129.5,5,10,6
tauB CDS,tauB,b0366,6,1.5,4,1360,817,31.5,25.5,728.5,132.5,570.5,725.5,234.5,261,164.5,124.5,12,8,14.5
tauC CDS,tauC,b0367,8.5,3.5,11.5,1670.5,1034,53.5,7,862.5,118,1021.5,1250,363.5,325,199.5,113.5,14.5,6.5,14
tauD CDS,tauD,b0368,8.5,5,12.5,1501,891,228,41,730,409,687,1043,880,291.5,625,504,41.5,33.5,41.5
tcdA CDS,tcdA,b2812,6,5,16.5,1869,1009.5,1638,145,845.5,1715,1074,1771,2631.5,452.5,1887,1737,146,143,170.5
tcyJ CDS,tcyJ,b1920,203.5,37,50.5,1485,776.5,2194.5,247.5,595,2591,611.5,1732,3245,674,2092,1750.5,199.5,195,219
tcyL CDS,tcyL,b1918,10,2,6.5,1333,820,1110,126.5,657,1374.5,465,1187.5,1897.5,295.5,1266,1302.5,108.5,121.5,114
tcyN CDS,tcyN,b1917,13.5,7,5,1171,712,989.5,136.5,505,1289,591.5,1221.5,1950.5,353.5,1233,1309.5,115,109,119.5
tcyP CDS,tcyP,b1729,9,4,6,1297.5,913.5,398,50,589.5,628.5,530,825,885.5,267,537.5,435,67,79.5,76
tdcA CDS,tdcA,b3118,2,0,4,460.5,411.5,2,0,223.5,4,98,131,60,75.5,13,4,4,2,0
tdcB CDS,tdcB,b3117,7,0.5,6,1137,623.5,9.5,0,551,17.5,913.5,954.5,162.5,225.5,72,31,5.5,2,4.5
tdcC CDS,tdcC,b3116,2,6.5,8,1284.5,1016.5,163,18,588,218.5,520,623.5,242,300.5,167,120.5,19.5,29,27
tdcD CDS,tdcD,b3115,6,6,16,1307,968.5,38,4.5,934,54,975,924.5,99,305,80.5,23,7.5,12,13.5
tdcE CDS,tdcE,b3114,4,2,12,3789,2119,250.5,42.5,1485.5,452,1319,1902.5,556.5,708,418,289,24.5,29,30
tdcF CDS,tdcF,b3113,0,0,5,589.5,330.5,73.5,9.5,233.5,95.5,196.5,238,114,125,83.5,93,4,13.5,15.5
tdcG CDS,tdcG,b4471,4,5,7,2798.5,1474.5,173.5,21.5,1075.5,248.5,1028,1340,404,521.5,347,206.5,48,37.5,40.5
tdcR CDS,tdcR,b3119,0,0,0,29,24,0,0,37,8,5,105,253,12,49,524,0,2,0
tdh CDS,tdh,b3616,31,3.5,23.5,2815,1722,7016,415.5,1053,8272,936.5,5230,6870.5,1190,4939,4170.5,714,556.5,802.5
tdk CDS,tdk,b1238,0,3,4,339,256,128,33,170,167,144,131,316,92,226,145,20,28,32
tehA CDS,tehA,b1429,8,5.5,14.5,1706.5,1030,474.5,70.5,694,1009,889.5,1098,1671,393.5,995,784.5,86.5,92.5,119.5
tehB CDS,tehB,b1430,2,1.5,0.5,1002.5,566.5,276.5,110.5,442.5,758,451,649,1343,243.5,746.5,478.5,66.5,126.5,162.5
tesA CDS,tesA,b0494,6,2.5,7.5,1141,783,832,181.5,645,1044.5,652.5,1133,1546.5,395.5,1141,1101.5,320.5,364,475
tesB CDS,tesB,b0452,7,0,19,1428,854.5,1563.5,201.5,658.5,1726,624.5,1574.5,2470,508.5,1879,1487.5,337,424,488
tfaD CDS,tfaD,b0561,3.5,7,7,746.5,503.5,19,10,330,45,251.5,191,61.5,121,34,29.5,8.5,7,15
tfaE CDS,tfaE,b1156,2,1,1,430,236,26.5,4,188,55.5,181.5,129.5,67.5,67,34,34,6,6,4
tfaP CDS,tfaP,b1155,0,0,4,371,207.5,12,4,158,18.5,134.5,63,41.5,53,11.5,9,3,4.5,5.5
tfaQ CDS,tfaQ,b1546,1,5.5,2.5,749,528,22.5,18,432.5,42,464,422,144.5,146.5,110.5,116,11,15,4
tfaR CDS,tfaR,b1373,0,0,8,804.5,494,33,16,385,57.5,433.5,410.5,148,180,127.5,129,8.5,12,4
tfaX CDS,tfaX,b0563,0,0,0,57.5,68,3,4,58.5,8.5,69,54.5,28,30,14.5,10.5,1,0.5,0.5
tgt CDS,tgt,b0406,6,4,17.5,2018,1415,10541,896.5,1373.5,6618,1509,5006,10145,1753,7690,9950.5,2748,2576,3665.5
thiB CDS,thiB,b0068,2.5,7.5,14,1770.5,1105,271,69,969,419,1053,1535.5,789,414,484.5,400.5,166,196.5,253
thiC CDS,thiC,b3994,11,3.5,28,3577.5,2011.5,525,134,1581.5,714.5,1846,3142.5,1614.5,770.5,1095.5,1091,111,143.5,154
thiD CDS,thiD,b2103,8,9,5,1239,935.5,181.5,36,739.5,278.5,617,730.5,455,261.5,299,286.5,92.5,83.5,77
thiE CDS,thiE,b3993,4,2.5,10,1430,675,151,18,495.5,142,481.5,874.5,323.5,234,243,219,34,33,40
thiF CDS,thiF,b3992,2,6.5,9.5,1614.5,933,189,15,562.5,123,345.5,781.5,293.5,242,206,250,22,26.5,22
thiG CDS,thiG,b3991,3,6.5,9.5,1920.5,1017.5,220.5,13,840,260,662.5,1616,384,290.5,278,246.5,39,28,41
thiH CDS,thiH,b3990,1,0,16.5,1632.5,1149.5,191,34.5,777.5,317,814,1359.5,442.5,337.5,292,254.5,40.5,48.5,36
thiI CDS,thiI,b0423,19.5,17,25,2447.5,1629.5,3626.5,567.5,1611.5,4612,1505.5,3472.5,7501.5,1270.5,5492.5,5532,400,352,485.5
thiK CDS,thiK,b1106,3,12,8.5,1643,858,1463.5,153,739,1650,925,1885.5,2687,431.5,2030.5,2202.5,89.5,114,140
thiL CDS,thiL,b0417,6,6,16.5,1152.5,672,393,163,603.5,617,638,951,1659.5,386.5,898,1135,87,115,132
thiM CDS,thiM,b2104,0,0,8,1062,661.5,219.5,71.5,555,394.5,553,644.5,589.5,266,421.5,333,128.5,61,122
thiP CDS,thiP,b0067,11.5,2,16,2946.5,1675,142.5,25,1442.5,189.5,1329.5,1845.5,452,537,320.5,239.5,180,223,198
thiQ CDS,thiQ,b0066,7,2.5,16,1350,695,357,41.5,575,378.5,730,996,677.5,314.5,454,437.5,309.5,329.5,394
thiS CDS,thiS,b4407,0,1,4.5,473,235.5,64.5,0.5,186,41.5,215.5,411,92,76.5,81.5,86,13.5,8.5,5
thpR CDS,thpR,b0147,8,0,5.5,1226.5,617.5,320.5,52,580.5,443,701,961,717,296.5,568,560.5,35.5,24.5,45
thrA CDS,thrA,b0002,27,34.5,65.5,8833,3324.5,15487.5,3506.5,2745,33427,7042,13188,41145,4742.5,27649,29174.5,3414.5,3944,6149
thrB CDS,thrB,b0003,21,6,20,4421.5,1531,7565.5,1454,1301.5,15037.5,2849.5,5801.5,16822,2013,11619,11919,1448,1651,2346
thrC CDS,thrC,b0004,25,19.5,45.5,5045.5,1713,10284,2127,1546.5,19039.5,3255,6115.5,17751.5,2619,13244,11468,1692,1941.5,2721.5
thrL CDS,thrL,b0001,1,0,0,78,65.5,130,32.5,40,352,49.5,180,373.5,54.5,352,252.5,36.5,40.5,66.5
thrS CDS,thrS,b1719,135,47,118.5,9425.5,5641.5,49729.5,5584,5379.5,47974,8539.5,23052,61020.5,8642.5,47183.5,58840.5,2994,3094.5,4178
thyA CDS,thyA,b2827,2,8,15,1471.5,776.5,2162,302,798,1777.5,838.5,2079.5,3557,641,2693,2022.5,281,221,384.5
tig CDS,tig,b0436,46,28,117,8151,6408,99203,6992,6568,98691,7223,32412,83173,13707,66993,85155,8528,6978,9635
tilS CDS,tilS,b0188,4,12.5,26.5,3675.5,1574,2663.5,356.5,1741.5,3901,1752.5,4316,6942,986,5192,5726.5,488.5,390.5,632.5
tisB CDS,tisB,b4618,5,6,1,265,163,103,19,106,90,48,167,94,47,57,27,94,86,118
tktA CDS,tktA,b2935,27,40,75,10011,5138,33557,3973,4890,46279,4242,21740,67654,8968,41868,33096,7613,6456,11172
tktB CDS,tktB,b2465,73,33.5,48.5,7379.5,3734.5,12420,1630,2496.5,20861.5,3028.5,19064,32286.5,2563.5,22787,19323.5,1223.5,1143,1293
tldD CDS,tldD,b3244,37.5,23,21,2837,1544.5,5483.5,785.5,1169,6995.5,1543,5819.5,11608,1094.5,9545,8927,453,476.5,643
tmcA CDS,tmcA,b2474,34,22.5,50,4138.5,2193,2167.5,412.5,1795.5,2740.5,1920.5,4020,6146,1012,4405.5,6073,276.5,363.5,372
tmk CDS,tmk,b1098,7.5,3.5,8.5,1250,685,2376,234.5,646.5,2818.5,899,2157,4853,564.5,3519,3912,219,284.5,377.5
tnaA CDS,tnaA,b3708,13,17,59,3861.5,3260,43774,152,911,4448,832,8077,1322.5,23037.5,875,855.5,753,741,966
tnaB CDS,tnaB,b3709,3,6,36,2304,1786,576,35,817,128.5,798.5,1639,189,1806,143,30.5,29,27.5,42
tnaC CDS,tnaC,b3707,2,1,1,106,138,822,13,71,103,19,219,28,537,17,19,11,14,8
tolA CDS,tolA,b0739,50,19.5,22,1995,1149,7484,788.5,1238,7057.5,1677,4724,11959,1550,9001.5,12441.5,1244.5,1379,1660.5
tolB CDS,tolB,b0740,60.5,17,35,3871.5,1969.5,32301,2333.5,2122.5,38052.5,2853.5,16103.5,39217,3949.5,29269.5,30696.5,5341,5815,7365.5
tolC CDS,tolC,b3035,9,14,22,3299.17,1863.17,9714,1433,1720.33,12941,1577.33,8595.17,16704.33,2185,11606,8064.83,1700.5,1903.5,2644.5
tolQ CDS,tolQ,b0737,5,10,10,993,612.5,2882.5,547,864.5,2839,1095,2535.5,6334,895,4766.5,4996,524.5,506,619.5
tolR CDS,tolR,b0738,6.5,0,0.5,417.5,248.5,1502,236,309,1373,376,833.5,2289,287.5,1937.5,2415.5,186,239,232
tomB CDS,tomB,b0461,9,11,4.5,257,172.5,216.5,296.5,273,452.5,265.5,355,1949.5,211,914.5,995,278.5,290,262.5
tonB CDS,tonB,b1252,10,6.5,7,1410,809.5,2200.5,392.5,724,3218.5,860,2338.5,5235,529,4123.5,3225.5,319,277,319
topA CDS,topA,b1274,85,35,94,7546,5351,37662,6853,6599,70112,8846,23600,87194,7211,63777,72697,2256,2255,2798
topAI CDS,topAI,b4566,0,3,1,387,289.5,107,34,161.5,119,121.5,226.5,277,92,168,166.5,22.5,31,23.5
topB CDS,topB,b1763,14,15,47,4081,2269,9802.5,795,2233.5,9036,2682,8979.5,14337.5,1813,10795.5,16606,1211,1235,2099
torA CDS,torA,b0997,9,12,16,4142.5,2503,482.5,51.5,1727.5,692,1691.5,2251,1053.5,755.5,690.5,695.5,31.5,72.5,78
torC CDS,torC,b0996,1,2,20,1392,906,84.5,6,662,114,673.5,781,195,289.5,132,122,16,19.5,19
torD CDS,torD,b0998,10,7,8,943.5,592.5,355,55.5,530,607.5,504.5,880,784,162,629.5,530.5,33.5,45,47
torI CDS,torI,b4501,3,0,4,296.17,225.17,48,41,208.83,149.33,209.33,190,233.5,95.17,176.67,147,12,6.5,16.83
torR CDS,torR,b0995,3,7.5,11,1181.5,746.5,201,30.5,550.5,627.5,749,886,815.5,281,592,374,38,41,62.5
torS CDS,torS,b0993,9,11,30,4199,2749.5,552,126,2033.5,934,1999.5,2587,1595,893,1049,966,99.5,73.5,132.5
torT CDS,torT,b0994,9,5.5,13,1770,1077.5,87.5,41,641.5,207.5,733.5,882,356.5,297.5,228,192.5,30.5,27.5,35
torY CDS,torY,b1873,2,0,3,768,583.5,57.5,9,433.5,111.5,491,458.5,131.5,125,93.5,66,26,39,15
torZ CDS,torZ,b1872,16,10,14,3138,1936.5,681.5,59,1497.5,1189.5,1587,1929.5,1163.5,740,797.5,844,118,97,112
tpiA CDS,tpiA,b3919,16,7,17.5,2730,1277.5,10218.5,636.5,746.5,7163.5,908.5,4736.5,8276.5,1318,6373.5,4779,2096,1844.5,2745.5
tpr CDS,tpr,b1229,0,1,3.5,419.5,374,265.5,167.5,308.5,343,501,591.5,722,211.5,546.5,356.5,98.5,112.5,96.5
tpx CDS,tpx,b1324,59.5,6.5,23.5,1871,876,2855.5,728,768.5,3585,934.5,2685,6143.5,1176,3820,3768.5,1071,1038.5,1423.5
tqsA CDS,tqsA,b1601,5.5,3,3,1008.5,771,154.5,32,550,200,555,508.5,385.5,201,238.5,251.5,149,203.5,195.5
treA CDS,treA,b1197,21,16,35,2659,1604,436.5,112,1156.5,984.5,1560,1527,1276,661,981,491,77.5,67,117
treB CDS,treB,b4240,7,2,12.5,2393,1346.5,117.5,22,864.5,192.5,951,1421.5,393,372,296,209,60.5,55.5,66.5
treC CDS,treC,b4239,6,1,10,2335,1402.5,78.5,27,908.5,151,1006,1362.5,271.5,432.5,157.5,96,26.5,28,28.5
treF CDS,treF,b3519,56,22.5,26,3435.5,2134.5,4882.5,544.5,1604.5,6486,1480,15151.5,13826,889,10216.5,7201.5,591,608.5,669
treR CDS,treR,b4241,4,4,16.5,1665,1106,616,86,761,890.5,1007,1750,2681.5,438.5,1958.5,2337,535,681.5,822
trg CDS,trg,b1421,12,9,16,2279.5,1401,518,239,1084.5,939,1313.5,1790.5,1554,532,1205,965.5,86.5,60.5,75
trkA CDS,trkA,b3290,28,5,15.5,2149,891,7900,1005.5,694,4244.5,1229,5238,10230.5,1392.5,7757.5,9329,138.5,174.5,178.5
trkG CDS,trkG,b1363,0,2,9,437,371.5,177,67,377.5,96,394,309,498.5,205.5,241.5,233,66,91.5,83
trkH CDS,trkH,b3849,9.5,16.5,29.5,3310.5,2038.5,2199,280,1195,1526.5,1462.5,3366.5,3314.5,936,2225.5,2464.5,346,368.5,431
trmA CDS,trmA,b3965,19,13,22,2133.5,1463.5,3628,948,1578.5,4534.5,1285,3195.5,7397.5,1585.5,4989.5,4024,775,650.5,672
trmD CDS,trmD,b2607,51,48.5,138,10991,9434.5,137512,9492,9688.5,129877.5,7711.5,39466.5,102466.5,17583,86427,85273.5,12744.5,10713.5,14648
trmH CDS,trmH,b3651,6.5,1.5,11.5,1492,830.5,492.5,149.5,646.5,522.5,650.5,1150.5,1351,356,1022.5,1182,77,66,90
trmI CDS,trmI,b2960,21,12,24.5,1999.5,1236,5320.5,488,945,5472,1074,2964.5,5173.5,1024,4012.5,3412.5,568.5,519,627
trmJ CDS,trmJ,b2532,11,5,9.5,1668,958,2218,223,996,2927.5,951,2611,6794,509,4858.5,3550,309,359,451
trmL CDS,trmL,b3606,0,1,4.5,1757.5,900,962,230,666,1251.5,721.5,1555.5,2160.5,428,1671.5,1557.5,79,73,109.5
trmO CDS,trmO,b0195,2,7,6.5,1118.5,577.5,338,159,629,488,656.5,1042.5,1243.5,358,643,592.5,57.5,82,98
trpA CDS,trpA,b1260,6,6,8,1582,896.5,1364.5,181.5,745.5,1844.5,1117.5,2115,3085.5,459.5,2044,2192,159,122,201
trpB CDS,trpB,b1261,5,4,14,2838,1450.5,2840,237.5,1029,4045,1585.5,3810,6582,811,4689.5,5527,215,153,310
trpC CDS,trpC,b1262,8,3,16,2517,1436.5,2357,220.5,997.5,2663,1669.5,3176.5,4577,614,3708.5,4978.5,93.5,119,134
trpD CDS,trpD,b1263,1.5,9,16.5,2945.5,1806,451,75.5,1402.5,650,1461.5,1996,1106,577,877,968,59.5,74,107
trpE CDS,trpE,b1264,12.5,6,23.5,2805,1883,76,32,1452.5,181.5,1631.5,1780,449.5,589,315,243,13,38,63.5
trpL CDS,trpL,b1265,0,1,4,200,118.5,6.5,1.5,113.5,5,53.5,69.5,26.5,38.5,11.5,7.5,4,3,1.5
trpR CDS,trpR,b4393,4.5,2,9,792.5,603.5,315.5,49.5,397,346,317,539,584.5,170.5,465,404.5,46,62.5,70
trpS CDS,trpS,b3384,6.5,5,29,2498,1280,9958,716,746,8194.5,1072.5,5332,9272.5,1349,7687.5,5980,743.5,697,992
truA CDS,truA,b2318,4,3,21.5,1643,1165.5,4481,334,1001.5,4852,991,4758,10634.5,776,7680,8410,2907.5,2986.5,4042.5
truB CDS,truB,b3166,1.5,4,21.5,1691.5,1230.5,8303.5,687.5,1737,9443.5,1287,4875,14327.5,1311.5,11061.5,15862.5,497.5,481.5,657
truC CDS,truC,b2791,3,8.5,16.5,1459,896,800.5,127,793.5,727.5,783,1261.5,1455,358.5,1014,974,45,34.5,60
truD CDS,truD,b2745,6,3.5,21,2156.5,1281.5,3589,287.5,1129,3453.5,1409.5,3624.5,5645,786.5,4576.5,5231,278.5,296,472.5
trxA CDS,trxA,b3781,53,12,14,1665.5,851.5,4373,565,713,3737,910,4679,6421,1136,4287.5,2905.5,751,720.5,924
trxB CDS,trxB,b0888,4.5,11,18,3802.5,1143.5,17039,1690,887,37117,1344,11934.5,26926,2114,21362,13855.5,559,619,779
trxC CDS,trxC,b2582,21.5,14.5,14.5,2077.5,550.5,4412.5,2826.5,468,12729.5,671,6362,14862,2020.5,6905.5,3993,602.5,458.5,427
tsaB CDS,tsaB,b1807,5,0,5,1505.5,1039.5,2048.5,177,770,1361,567.5,1691,2687,542,2067,2438,121.5,115,203
tsaC CDS,tsaC,b3282,19,9,15.5,1175,448.5,2866,1005.5,576.5,2907,1302.5,2312,7560.5,997,5977,7561.5,202,202.5,291.5
tsaD CDS,tsaD,b3064,14,13.5,9.5,2751.5,1703,2719,295.5,1392,4136.5,1530,3627,6722,1080,4951.5,3380.5,400,303.5,378
tsaE CDS,tsaE,b4168,7,5.5,6.5,971,636,2093.5,269.5,509.5,3230.5,450.5,1983.5,4891,429.5,3716.5,3660.5,238.5,270,286
tsf CDS,tsf,b0170,26,29,85,7854.5,6081,91572.5,4841,6553.5,100087,4762.5,40609,92236.5,9501,68705.5,87344.5,5370,4013,6145.5
tsgA CDS,tsgA,b3364,5,5,4,2051,1220,171,323,923,894,721,888,2928,444,1620,1490,107,59,99
tsr CDS,tsr,b4355,24,22,34.5,3911.5,2071.5,616.5,127,1545,685.5,1733.5,2626.5,895,808.5,738,592.5,64,63,59
tsx CDS,tsx,b0411,16,10,28,2264,1549,9912,1050,1715,6387,808,3583,8224,3367,5681,4447,1809,1650,2265
ttcA CDS,ttcA,b1344,11,3.5,5,1513.5,1145,2112.5,306.5,962.5,3284,796.5,2338.5,5286.5,771.5,3970.5,3622,169,120.5,188
ttcC CDS,ttcC,b4638,8,5,2,115,86,96,56,122,158,105,170,478,73,330,300,25,20,14
ttdA CDS,ttdA,b3061,5,2,5,1417.5,1010,13.5,6,699,33.5,566,896.5,123.5,309.5,72.5,28,5,4,8
ttdB CDS,ttdB,b3062,0,0,9,1108.5,725.5,3,9,432.5,24,423.5,542.5,123,193,59,23.5,10,2,3.5
ttdR CDS,ttdR,b3060,1,8,15.5,1606,928.5,31.5,21,1065.5,76.5,1071.5,1222,447,349.5,200,213.5,8.5,4.5,10
ttdT CDS,ttdT,b3063,7,4.5,19.5,3003.5,1797.5,330.5,92.5,1309.5,758,1316.5,1917,1389.5,600.5,1060,820,36,30.5,40.5
tufA CDS,tufA,b3339,112,180,476.5,56584,22711,277379.5,31282,24814,453593.5,32927.5,157078,418472,48036.5,320431,290072.5,34307.5,29758,47748
tufB CDS,tufB,b3980,83,70,195,22189,9785,166104,12779,10704,234524,10900,63027,183083,24445,134914,112061,29232,24920,36522
tus CDS,tus,b1610,27.5,8.5,16,1690.5,939.5,3393,316.5,807,2720,899.5,4198.5,6406,753,4472,4646,74.5,93,107.5
tusA CDS,tusA,b3470,0,4.5,4,676.5,567.5,201.5,59,346.5,198,249.5,530.5,426.5,186.5,259,317,62.5,51,91
tusB CDS,tusB,b3343,2,2,3,595,264.5,682.5,662,477.5,1877.5,634.5,669.5,2829,420.5,1669,2292,64,49.5,78.5
tusC CDS,tusC,b3344,1,1.5,0.5,867.5,419.5,733,80,329,652,253.5,891,1412,312,994,1015,48,51.5,71
tusD CDS,tusD,b3345,2,2,3.5,964,451,1176.5,158,327.5,1183.5,337.5,1339,2348.5,387,1809.5,1594,83,59.5,105.5
tusE CDS,tusE,b0969,13,1,3,434.5,235,229,46.5,187,295.5,251,456.5,462,172.5,324.5,264,85.5,70,79
tynA CDS,tynA,b1386,6,8,30.5,3275,2078,209.5,74,1621.5,517.5,1597,1576,840,714.5,634,414.5,46,50,41
tyrA CDS,tyrA,b2600,11.5,3.5,4.5,1406.5,827,1928.5,272.5,772.5,2467,1064,1770,4177,579.5,2750,3299,934,938,967.5
tyrB CDS,tyrB,b4054,2,13,28,2734,1599,2910,514,1070,3475,1310,3445,5260,1073,3602,2857,653,706,963
tyrP CDS,tyrP,b1907,6,5,11.5,1576.5,1035,1245.5,297.5,986.5,1389,953,1464.5,3223,847.5,2225,2471.5,319.5,289.5,349.5
tyrR CDS,tyrR,b1323,84.5,8,25.5,2232.5,1489,2772,573,1093.5,5071,1491.5,3256,8454,714,6042.5,6107.5,269,282,328.5
tyrS CDS,tyrS,b1637,9,6,35.5,3682.5,1980,16959.5,1627,1665,23275.5,2252.5,9066,23354,2573,16801.5,18085,1770,1752.5,2257.5
uacT CDS,uacT,b2888,2,6,16,2441.83,1349.83,31.5,35.5,719.5,49.5,697,685.17,158,404.17,82.5,50.83,5,14,10
ubiA CDS,ubiA,b4040,16,15,15.5,2432.5,1357,2554.5,253,929,2523.5,864,2041,3784,804.5,2572,2480,483.5,375,431
ubiB CDS,ubiB,b3835,12,5.5,21,2815.5,1940.5,3087,337,1434.5,1899.5,1391.5,3535.5,4207,1039.5,3032,3652,220.5,285,369
ubiC CDS,ubiC,b4039,10,9,14.5,1088.5,719,1173.5,210,402,1272.5,557,1367,2154,431.5,1444,1319,280.5,220,254
